4250340361,HARRISON "B",2,HARRISON "B","WES-MOR DRILLING, INC.",WES-MOR DRILLING  INC.,,KNOX,YOUNG (TX),"GAS,MISSISSIPPI LIME",MISSISSIPPIAN LIME,DISPOSAL,ACTIVE,TX,33.172077,-98.5421079
4250340061,KNOX ESTATE,3,KNOX ESTATE,"JDL OPERATING, LLC",JDL OPERATING  LLC,,LANGSTON-KLEINER,YOUNG (TX),STRAWN,LOWER BRYSON,DISPOSAL,ACTIVE,TX,33.2824198,-98.4714066
4250340061,KNOX ESTATE,3,KNOX ESTATE,"JDL OPERATING, LLC",JDL OPERATING  LLC,,LANGSTON-KLEINER,YOUNG (TX),STRAWN,LOWER BRYSON,DISPOSAL,ACTIVE,TX,33.2824198,-98.4714066
4250339952,"PERRY, C. R.",2,"PERRY, C. R.","B.O.L.D. OIL AND GAS, LLC",B.O.L.D. OIL AND GAS  LLC,,"PADGITT, SW.",YOUNG (TX),"CADDO, LO.",STRAWN,DISPOSAL,ACTIVE,TX,33.2259083,-98.9432784
4250339691,SCAN-KING "B",2,SCAN-KING "B","BROWN, DARRYL OPERATING L.L.C.",BROWN  DARRYL OPERATING L.L.C.,,GARVEY,YOUNG (TX),"CADDO,STRAWN,STRAWN LOWER",MARBLE FALLS,DISPOSAL,ACTIVE,TX,33.3401711,-98.5360853
4250339691,SCAN-KING "B",2,SCAN-KING "B","BROWN, DARRYL OPERATING L.L.C.",BROWN  DARRYL OPERATING L.L.C.,,GARVEY,YOUNG (TX),"CADDO,STRAWN,STRAWN LOWER",MARBLE FALLS,DISPOSAL,ACTIVE,TX,33.3401711,-98.5360853
4250339456,"YOUNG, FANNIE",6,"YOUNG, FANNIE","SKY RESOURCES, INC.",SKY RESOURCES  INC.,,YOUNG COUNTY REGULAR,YOUNG (TX),"CONGLOMERATE,MISSISSIPPI",MISSISSIPPI,DISPOSAL,ACTIVE,TX,32.9636301,-98.7293257
4250339415,TAYLOR,3,TAYLOR,"THREE P OPERATING CO.,GP, L.L.C.",THREE P OPERATING CO. GP  L.L.C.,,YOUNG COUNTY REGULAR,YOUNG (TX),SAND STONE,SAND STONE,DISPOSAL,ACTIVE,TX,33.2889015,-98.5059366
4250339046,ATWOOD 1-"A",1,ATWOOD 1-"A",STOVALL OPERATING CO.,STOVALL OPERATING CO.,,YOUNG COUNTY REGULAR,YOUNG (TX),CONGL.,MISS,DISPOSAL,ACTIVE,TX,32.9905032,-98.4715118
4250338849,HOLCOMB "C",2,HOLCOMB "C",GANNETT OPERATING LLC,GANNETT OPERATING LLC,,MINTA WRIGHT,YOUNG (TX),MISSISSIPPI,MARBLE FALLS,DISPOSAL,ACTIVE,TX,33.0698533,-98.7081869
4250338849,HOLCOMB "C",2,HOLCOMB "C",GANNETT OPERATING LLC,GANNETT OPERATING LLC,,MINTA WRIGHT,YOUNG (TX),MISSISSIPPI,MARBLE FALLS,DISPOSAL,ACTIVE,TX,33.0698533,-98.7081869
4250338165,BOYDSTON,5,BOYDSTON,J. RAINWATER OPERATING,RAINWATER  JOHN,,ROY BLAKE,YOUNG (TX),MISS,MISS,DISPOSAL,ACTIVE,TX,33.2884588,-98.5779288
4250338044,PEAVY-HEIGHTON,2,PEAVY-HEIGHTON,"STOVALL, TROY",STOVALL  TROY,,YOUNG COUNTY REGULAR,YOUNG (TX),GAS,GUNSIGHT,DISPOSAL,ACTIVE,TX,33.1399173,-98.4673766
4250338015,"ADAMS, GEO. G.",3,"ADAMS, GEO. G.","RYAN, JOSEPH G.",RYAN  JOSEPH G.,,YOUNG COUNTY REGULAR,YOUNG (TX),,PALO PINTO LIME,DISPOSAL,ACTIVE,TX,33.0175335,-98.9486298
4250337288,"HOLMAN, C. H.",3,"HOLMAN, C. H.","KRAMER OPERATING, LLC",KRAMER OPERATING  LLC,,YOUNG COUNTY REGULAR,YOUNG (TX),,MARBLE FALLS CONG.,DISPOSAL,ACTIVE,TX,33.0913627,-98.4522902
4250337181,WICKHAM-WEEMS,8A,WICKHAM-WEEMS,BDE ENERGY SOLUTIONS LLC,BDE ENERGY SOLUTIONS LLC,,YOUNG COUNTY REGULAR,YOUNG (TX),,GUNSIGHT,DISPOSAL,ACTIVE,TX,33.3076464,-98.5778447
4250336983,HENLEY-FORD,3,HENLEY-FORD,"R.J. RILEY OPERATING, LLC",R.J. RILEY OPERATING  LLC,,YOUNG COUNTY REGULAR,YOUNG (TX),,,DISPOSAL,ACTIVE,TX,32.9889657,-98.6880064
4250336703,"MORELAND, BRITTON",2,"MORELAND, BRITTON","J B J OIL PROPERTIES, INC.",J B J OIL PROPERTIES  INC.,,MORELAND,YOUNG (TX),STRAWN,STRAWN,DISPOSAL,ACTIVE,TX,33.064914,-98.9491627
4250336703,"MORELAND, BRITTON",2,"MORELAND, BRITTON","J B J OIL PROPERTIES, INC.",J B J OIL PROPERTIES  INC.,,MORELAND,YOUNG (TX),STRAWN,STRAWN,DISPOSAL,ACTIVE,TX,33.064914,-98.9491627
4250336470,"OWEN, HARRIETT",5,"OWEN, HARRIETT","BROWN, DARRYL OPERATING L.L.C.",BROWN  DARRYL OPERATING L.L.C.,,TRINITY,YOUNG (TX),STRAWN,MARBLE FALLS,DISPOSAL,ACTIVE,TX,32.9894094,-98.5903224
4250336470,"OWEN, HARRIETT",5,"OWEN, HARRIETT","BROWN, DARRYL OPERATING L.L.C.",BROWN  DARRYL OPERATING L.L.C.,,TRINITY,YOUNG (TX),STRAWN,MARBLE FALLS,DISPOSAL,ACTIVE,TX,32.9894094,-98.5903224
4250336468,"OWEN, R. D.",19,"OWEN, R. D.","BROWN, DARRYL OPERATING L.L.C.",BROWN  DARRYL OPERATING L.L.C.,,YOUNG COUNTY REGULAR,YOUNG (TX),,,DISPOSAL,ACTIVE,TX,32.9898053,-98.5996077
4250336468,"OWEN, R. D.",19,"OWEN, R. D.","BROWN, DARRYL OPERATING L.L.C.",BROWN  DARRYL OPERATING L.L.C.,,YOUNG COUNTY REGULAR,YOUNG (TX),,,DISPOSAL,ACTIVE,TX,32.9898053,-98.5996077
4250336145,KRAMER,1,KRAMER,"KRAMER SALTWATER, INC.",KRAMER SALTWATER  INC.,,YOUNG COUNTY REGULAR,YOUNG (TX),CADDO,CADDO,DISPOSAL,ACTIVE,TX,33.1385108,-98.5485991
4250335904,ATWOOD-MOSS "B",5,ATWOOD-MOSS "B","G. A. HAWKINS OPERATING, LLC",G. A. HAWKINS OPERATING  LLC,,YOUNG COUNTY REGULAR,YOUNG (TX),GAS,KISSINGER SAND,DISPOSAL,ACTIVE,TX,33.0111652,-98.5339186
4250335904,ATWOOD-MOSS "B",5,ATWOOD-MOSS "B","G. A. HAWKINS OPERATING, LLC",G. A. HAWKINS OPERATING  LLC,,YOUNG COUNTY REGULAR,YOUNG (TX),GAS,KISSINGER SAND,DISPOSAL,ACTIVE,TX,33.0111652,-98.5339186
4250335859,SCAN-KING "E",5,SCAN-KING "E","GRECO OPERATING, LLC",GRECO OPERATING  LLC,,YOUNG COUNTY REGULAR,YOUNG (TX),,MARBLE FALLS,DISPOSAL,ACTIVE,TX,33.1420977,-98.8094181
4250335652,"DONNELL, W. T. ""D""",2,"DONNELL, W. T. ""D""","FISHCREEK MINERALS, LLC",FISHCREEK MINERALS  LLC,,EDMONDS,YOUNG (TX),MBLE. FLS. CONGL.,MBLE. FLS. CONGL.,DISPOSAL,ACTIVE,TX,33.0340727,-98.8665561
4250335434,"TAYLOR, BETTIE",3,"TAYLOR, BETTIE","SAFARI RESOURCES, LLC",SAFARI RESOURCES  LLC,,CHISHOLM,YOUNG (TX),CONGLOMERATE,CONGLOMERATE,DISPOSAL,ACTIVE,TX,32.9733481,-98.8841477
4250335434,"TAYLOR, BETTIE",3,"TAYLOR, BETTIE","SAFARI RESOURCES, LLC",SAFARI RESOURCES  LLC,,CHISHOLM,YOUNG (TX),CONGLOMERATE,CONGLOMERATE,DISPOSAL,ACTIVE,TX,32.9733481,-98.8841477
4250335351,DYSINGER,1WD,DYSINGER,"HILL, R.M. OPERATING INC.",HILL  R.M. OPERATING INC.,,YOUNG COUNTY REGULAR,YOUNG (TX),CONGLOMERATE,CADDO,DISPOSAL,ACTIVE,TX,33.1017676,-98.8208625
4250335277,"PRICE, ANN",2,"PRICE, ANN",HARVEST,ARROWHEAD PRODUCTIONS  LP,,YOUNG COUNTY REGULAR,YOUNG (TX),CONGL.,CADDO,DISPOSAL,ACTIVE,TX,33.0636503,-98.4557283
4250335161,SHAH YCA-899-A,1,SHAH YCA-899-A,HAYS PARTNERSHIP,HAYS PARTNERSHIP,,YOUNG COUNTY REGULAR,YOUNG (TX),,,DISPOSAL,ACTIVE,TX,33.3432943,-98.6161406
4250334872,JAMES (CADDO) UNIT,9W,JAMES (CADDO) UNIT,RIDGE OIL,RIDGE OIL COMPANY,,I.M.U.,YOUNG (TX),CADDO CONS.,CADDO CONS.,DISPOSAL,ACTIVE,TX,33.2235615,-98.6553102
